Date,AMZN,Date,BP,Date,DIS,Date,NYMT
43774.66667,1801.71,43774.66667,39.83,43774.66667,131.45,43774.66667,6.15
43775.66667,1795.77,43775.66667,39.4,43775.66667,131.27,43775.66667,6.16
43776.66667,1788.2,43776.66667,39.32,43776.66667,132.96,43776.66667,6.15
43777.66667,1785.88,43777.66667,39.19,43777.66667,137.96,43777.66667,6.18
43780.66667,1771.65,43780.66667,39.15,43780.66667,136.74,43780.66667,6.2
43781.66667,1778,43781.66667,39.13,43781.66667,138.58,43781.66667,6.22
43782.66667,1753.11,43782.66667,39.21,43782.66667,148.72,43782.66667,6.24
43783.66667,1754.6,43783.66667,38.98,43783.66667,147.15,43783.66667,6.21
43784.66667,1739.49,43784.66667,39.21,43784.66667,144.67,43784.66667,6.23
43787.66667,1752.53,43787.66667,39.06,43787.66667,147.65,43787.66667,6.23
43788.66667,1752.79,43788.66667,38.65,43788.66667,148.38,43788.66667,6.25
43789.66667,1745.53,43789.66667,38.51,43789.66667,146.93,43789.66667,6.14
43790.66667,1734.71,43790.66667,38.59,43790.66667,146.9,43790.66667,6.07
43791.66667,1745.72,43791.66667,38.55,43791.66667,148.29,43791.66667,6.09
43794.66667,1773.84,43794.66667,38.63,43794.66667,149.69,43794.66667,6.13
43795.66667,1796.94,43795.66667,38.12,43795.66667,151.64,43795.66667,6.13
43796.66667,1818.51,43796.66667,37.76,43796.66667,151.48,43796.66667,6.2
43798.54167,1800.8,43798.54167,37.42,43798.54167,151.58,43798.54167,6.23
43801.66667,1781.6,43801.66667,37.31,43801.66667,150.62,43801.66667,6.24
43802.66667,1769.96,43802.66667,36.82,43802.66667,148.58,43802.66667,6.23
43803.66667,1760.69,43803.66667,37.06,43803.66667,148.28,43803.66667,6.26
43804.66667,1740.48,43804.66667,36.65,43804.66667,147.44,43804.66667,6.24
43805.66667,1751.6,43805.66667,37.09,43805.66667,147.66,43805.66667,6.26
43808.66667,1749.51,43808.66667,37.1,43808.66667,146.21,43808.66667,6.28
43809.66667,1739.21,43809.66667,37.01,43809.66667,146.1,43809.66667,6.26
43810.66667,1748.72,43810.66667,36.56,43810.66667,147.59,43810.66667,6.3
43811.66667,1760.33,43811.66667,36.96,43811.66667,147.76,43811.66667,6.3
43812.66667,1760.94,43812.66667,36.94,43812.66667,146.38,43812.66667,6.35
43815.66667,1769.21,43815.66667,37.44,43815.66667,148.46,43815.66667,6.38
43816.66667,1790.66,43816.66667,37.59,43816.66667,147.73,43816.66667,6.43
43817.66667,1784.03,43817.66667,37.65,43817.66667,146.26,43817.66667,6.44
43818.66667,1792.28,43818.66667,37.65,43818.66667,146.15,43818.66667,6.22
43819.66667,1786.5,43819.66667,37.85,43819.66667,146.88,43819.66667,6.26
43822.66667,1793,43822.66667,38.11,43822.66667,144.68,43822.66667,6.2
43823.54167,1789.21,43823.54167,38.04,43823.54167,145.29,43823.54167,6.24
43825.66667,1868.77,43825.66667,37.98,43825.66667,145.7,43825.66667,6.27
43826.66667,1869.8,43826.66667,37.86,43826.66667,145.75,43826.66667,6.26
43829.66667,1846.89,43829.66667,37.6,43829.66667,143.77,43829.66667,6.22
