Date,Close,Stock
7/9/2019,40.95,BP
7/10/2019,41.22,BP
7/11/2019,41.28,BP
7/12/2019,41.21,BP
7/15/2019,40.69,BP
7/16/2019,40.21,BP
7/17/2019,39.28,BP
7/18/2019,38.84,BP
7/19/2019,39.23,BP
7/22/2019,39.35,BP
7/23/2019,39.47,BP
7/24/2019,39.14,BP
7/25/2019,38.99,BP
7/26/2019,38.98,BP
7/29/2019,39.09,BP
7/30/2019,39.99,BP
7/31/2019,39.74,BP
8/1/2019,39,BP
8/2/2019,38.48,BP
8/5/2019,37.66,BP
8/6/2019,37.61,BP
8/7/2019,37.55,BP
8/8/2019,37.18,BP
8/9/2019,36.81,BP
8/12/2019,36.65,BP
8/13/2019,37.2,BP
8/14/2019,36.26,BP
8/15/2019,36.05,BP
8/16/2019,36.29,BP
8/19/2019,36.85,BP
8/20/2019,36.45,BP
8/21/2019,36.75,BP
8/22/2019,36.52,BP
8/23/2019,36.21,BP
8/26/2019,36.3,BP
8/27/2019,36.6,BP
8/28/2019,36.83,BP
8/29/2019,36.95,BP
8/30/2019,36.95,BP
9/3/2019,36.95,BP
9/4/2019,37.31,BP
9/5/2019,37.37,BP
9/6/2019,37.45,BP
9/9/2019,37.5,BP
9/10/2019,37.84,BP
9/11/2019,37.8,BP
9/12/2019,37.67,BP
9/13/2019,37.87,BP
9/16/2019,39.35,BP
9/17/2019,38.54,BP
9/18/2019,38.59,BP
9/19/2019,38.69,BP
9/20/2019,38.99,BP
9/23/2019,38.76,BP
9/24/2019,38.13,BP
9/25/2019,38.17,BP
9/26/2019,38.25,BP
9/27/2019,38.26,BP
9/30/2019,37.99,BP
10/1/2019,37.7,BP
10/2/2019,36.59,BP
10/3/2019,36.37,BP
10/4/2019,36.96,BP
10/7/2019,36.95,BP
10/8/2019,36.85,BP
10/9/2019,37.17,BP
10/10/2019,37.16,BP
10/11/2019,37.46,BP
10/14/2019,37.42,BP
10/15/2019,37.36,BP
10/16/2019,37.21,BP
10/17/2019,37.76,BP
10/18/2019,37.48,BP
10/21/2019,38.27,BP
10/22/2019,38.51,BP
10/23/2019,39.06,BP
10/24/2019,39.21,BP
10/25/2019,39.35,BP
10/28/2019,39.24,BP
10/29/2019,37.93,BP
10/30/2019,38.46,BP
10/31/2019,37.91,BP
11/1/2019,38.7,BP
11/4/2019,39.36,BP
11/5/2019,39.83,BP
11/6/2019,39.4,BP
11/7/2019,39.32,BP
11/8/2019,39.19,BP
11/11/2019,39.15,BP
11/12/2019,39.13,BP
11/13/2019,39.21,BP
11/14/2019,38.98,BP
11/15/2019,39.21,BP
11/18/2019,39.06,BP
11/19/2019,38.65,BP
11/20/2019,38.51,BP
11/21/2019,38.59,BP
11/22/2019,38.55,BP
11/25/2019,38.63,BP
11/26/2019,38.12,BP
11/27/2019,37.76,BP
11/29/2019,37.42,BP
12/2/2019,37.31,BP
12/3/2019,36.82,BP
12/4/2019,37.06,BP
12/5/2019,36.65,BP
12/6/2019,37.09,BP
12/9/2019,37.1,BP
12/10/2019,37.01,BP
12/11/2019,36.56,BP
12/12/2019,36.96,BP
12/13/2019,36.94,BP
12/16/2019,37.44,BP
12/17/2019,37.59,BP
12/18/2019,37.65,BP
12/19/2019,37.65,BP
12/20/2019,37.85,BP
12/23/2019,38.11,BP
12/24/2019,38.04,BP
12/26/2019,37.98,BP
12/27/2019,37.86,BP
12/30/2019,37.6,BP
